0.85,0.98,0.00,0.72,0.95,0.78
0.93,0.98,0.82,0.83,0.96,0.92
0.95,0.98,0.86,0.87,0.97,0.93
0.97,0.98,0.87,0.88,0.97,0.93
0.97,0.98,0.88,0.89,0.96,0.94
0.97,0.98,0.90,0.91,0.97,0.95
0.97,0.98,0.89,0.90,0.97,0.95
0.97,0.98,0.90,0.91,0.96,0.95
0.97,0.98,0.91,0.92,0.97,0.95
0.97,0.98,0.91,0.92,0.97,0.96
0.97,0.98,0.91,0.91,0.97,0.95
0.96,0.98,0.92,0.93,0.96,0.96
0.97,0.98,0.91,0.93,0.97,0.96
0.97,0.98,0.92,0.93,0.96,0.96
0.98,0.98,0.92,0.92,0.97,0.96
0.98,0.98,0.93,0.93,0.97,0.96
0.97,0.98,0.93,0.93,0.97,0.96
0.98,0.98,0.93,0.93,0.97,0.96
0.98,0.98,0.93,0.94,0.97,0.96
0.98,0.98,0.92,0.92,0.97,0.96
0.98,0.98,0.93,0.94,0.97,0.96
0.98,0.98,0.93,0.94,0.97,0.96
0.98,0.98,0.93,0.94,0.97,0.96
0.98,0.98,0.94,0.94,0.97,0.97
0.98,0.98,0.93,0.94,0.97,0.97
0.98,0.98,0.93,0.94,0.97,0.97
0.98,0.98,0.93,0.94,0.97,0.96
0.98,0.98,0.93,0.94,0.97,0.97
0.98,0.98,0.93,0.94,0.97,0.96
0.98,0.98,0.93,0.94,0.97,0.97
0.98,0.99,0.93,0.94,0.98,0.96
0.98,0.99,0.93,0.94,0.98,0.97
0.97,0.99,0.93,0.94,0.98,0.97
0.98,0.99,0.93,0.94,0.98,0.97
0.98,0.99,0.94,0.94,0.98,0.97
0.97,0.99,0.93,0.94,0.98,0.96
0.98,0.99,0.94,0.94,0.98,0.97
0.98,0.99,0.93,0.94,0.98,0.96
0.98,0.99,0.93,0.94,0.98,0.96
0.98,0.99,0.93,0.94,0.98,0.97
0.98,0.99,0.93,0.94,0.98,0.96
0.98,0.99,0.94,0.95,0.98,0.97
0.98,0.98,0.94,0.94,0.97,0.97
0.98,0.98,0.93,0.93,0.97,0.96
0.98,0.99,0.94,0.95,0.98,0.97
0.98,0.99,0.94,0.94,0.98,0.97
0.98,0.99,0.94,0.94,0.98,0.97
0.98,0.99,0.94,0.94,0.98,0.97
0.98,0.99,0.94,0.94,0.98,0.96
0.98,0.99,0.94,0.95,0.98,0.97
