0.6710,0.6422,0.0000,0.4730,0.0000,0.5724
0.7637,0.6021,0.0000,0.4914,0.5768,0.5713
0.7959,0.6471,0.3396,0.5111,0.5224,0.5843
0.8528,0.6443,0.5132,0.5337,0.5473,0.6619
0.8569,0.6462,0.6255,0.5048,0.5786,0.6647
0.8690,0.6489,0.5483,0.5763,0.6007,0.6754
0.8674,0.6492,0.5767,0.5928,0.6045,0.6749
0.8521,0.5810,0.6312,0.6050,0.6558,0.6934
0.8631,0.6231,0.6550,0.6254,0.6510,0.7045
0.8687,0.6437,0.6438,0.6422,0.6437,0.6976
0.8866,0.6624,0.6682,0.6542,0.5249,0.7114
0.8681,0.6430,0.6341,0.6471,0.6492,0.7198
0.8837,0.6601,0.6782,0.6355,0.6103,0.7200
0.8879,0.6631,0.6789,0.6384,0.6050,0.7117
0.8573,0.6807,0.7036,0.6761,0.5671,0.7357
0.8821,0.6545,0.6850,0.6339,0.6570,0.7313
0.8873,0.7051,0.6873,0.6517,0.6659,0.7409
0.8965,0.7065,0.7020,0.6745,0.6909,0.7484
0.8952,0.7351,0.7016,0.6818,0.6889,0.7423
0.8810,0.7443,0.6974,0.6720,0.6583,0.7553
0.9027,0.7322,0.6918,0.6718,0.6893,0.7364
0.8941,0.6779,0.7032,0.6901,0.7267,0.7619
0.9073,0.7453,0.7064,0.6829,0.6976,0.7284
0.9047,0.7435,0.7071,0.6871,0.6902,0.7641
0.9065,0.7460,0.7190,0.7012,0.6805,0.7664
0.9098,0.7275,0.6990,0.6761,0.6998,0.7472
0.9066,0.7495,0.7126,0.6847,0.6359,0.7633
0.9073,0.7450,0.7071,0.7056,0.7156,0.7690
0.9067,0.6645,0.7056,0.6990,0.7213,0.7712
0.9142,0.7568,0.7104,0.6910,0.6726,0.7711
0.9103,0.7523,0.7052,0.6896,0.7148,0.7640
0.9049,0.7519,0.7042,0.6865,0.6934,0.7598
0.9107,0.7591,0.7175,0.6867,0.7160,0.7646
0.9111,0.6800,0.7117,0.7064,0.7340,0.7716
0.8976,0.7547,0.7067,0.7042,0.7179,0.7683
0.9078,0.7655,0.7196,0.7002,0.7062,0.7688
0.9202,0.7496,0.7188,0.6924,0.7354,0.7761
0.9150,0.7619,0.7147,0.6845,0.7149,0.7680
0.9182,0.7528,0.7221,0.6975,0.6826,0.7674
0.9111,0.7606,0.7089,0.6959,0.7367,0.7749
0.9130,0.6609,0.7029,0.7042,0.7340,0.7741
0.9140,0.6791,0.7199,0.7143,0.7359,0.7819
0.9073,0.7639,0.7129,0.6878,0.7145,0.7573
0.9217,0.7569,0.7127,0.6961,0.7399,0.7772
0.9178,0.7645,0.7193,0.6928,0.7218,0.7752
0.9111,0.7593,0.7247,0.6987,0.7393,0.7715
0.9156,0.7560,0.7188,0.7038,0.6808,0.7735
0.9134,0.7552,0.7176,0.7024,0.6489,0.7689
0.9236,0.7654,0.7209,0.6896,0.7155,0.7776
0.9161,0.7610,0.7149,0.6843,0.7055,0.7721
