0.7296,0.5923,0.3990,0.0000,0.5257,0.1973
0.7446,0.6128,0.4222,0.1494,0.7476,0.5857
0.7634,0.6387,0.2498,0.3920,0.8142,0.5887
0.7796,0.6485,0.4643,0.2124,0.8072,0.6390
0.7831,0.6352,0.4746,0.2498,0.8022,0.6555
0.7746,0.6461,0.4988,0.0857,0.8242,0.6686
0.7785,0.6354,0.4879,0.3102,0.8284,0.6780
0.7818,0.6470,0.4547,0.2435,0.8215,0.6580
0.7813,0.6389,0.5226,0.2054,0.8398,0.6688
0.7825,0.6544,0.4912,0.3401,0.7831,0.6414
0.7902,0.6461,0.5120,0.3071,0.7944,0.6610
0.7867,0.6575,0.4935,0.4147,0.8040,0.6669
0.7878,0.6505,0.4838,0.3803,0.8481,0.6779
0.7866,0.6261,0.5127,0.3320,0.7832,0.6716
0.7878,0.6352,0.4956,0.4371,0.8430,0.6786
0.7869,0.6496,0.5280,0.4524,0.8479,0.6822
0.7822,0.6431,0.5264,0.4669,0.8464,0.6799
0.7881,0.6558,0.5208,0.4969,0.8462,0.6744
0.7933,0.6496,0.5243,0.4513,0.8114,0.6717
0.7934,0.6570,0.5570,0.4905,0.8445,0.6478
0.7899,0.6475,0.5230,0.4930,0.8149,0.6596
0.7877,0.6567,0.5286,0.4891,0.8316,0.6826
0.7942,0.6512,0.4915,0.4818,0.8541,0.6927
0.7934,0.6471,0.5475,0.4830,0.8535,0.6878
0.7943,0.6441,0.5165,0.4843,0.8278,0.6946
0.7981,0.6589,0.4557,0.4948,0.8242,0.6896
0.7963,0.6522,0.5217,0.5429,0.8488,0.6783
0.7993,0.6585,0.5718,0.4688,0.8605,0.7057
0.7984,0.6554,0.5641,0.4700,0.8576,0.7035
0.7964,0.6558,0.5195,0.5402,0.8652,0.7100
0.8017,0.6407,0.5664,0.5000,0.8476,0.7068
0.7995,0.6589,0.5817,0.4880,0.8585,0.7136
0.7990,0.6571,0.5649,0.5183,0.8688,0.7074
0.8062,0.6527,0.5297,0.4617,0.8537,0.6956
0.8000,0.6581,0.5477,0.4883,0.8593,0.7132
0.8050,0.6528,0.5688,0.4694,0.8630,0.7140
0.8035,0.6513,0.5389,0.4928,0.8542,0.7062
0.8754,0.8551,0.5409,0.5431,0.8635,0.6929
0.8990,0.8847,0.5990,0.4846,0.8587,0.7228
0.9090,0.9029,0.5431,0.5145,0.8629,0.7219
0.9141,0.9054,0.5615,0.5332,0.8705,0.7198
0.8981,0.9001,0.5699,0.5336,0.8646,0.7185
0.9096,0.9055,0.5993,0.5293,0.8688,0.7173
0.9048,0.8918,0.5724,0.5162,0.8637,0.7261
0.8963,0.8857,0.5689,0.5447,0.8664,0.7128
0.9154,0.9159,0.5369,0.5405,0.8649,0.7261
0.9072,0.9155,0.5615,0.5287,0.8573,0.7254
0.8876,0.8701,0.5685,0.5445,0.8553,0.7232
0.9100,0.9138,0.5961,0.5187,0.8738,0.7118
0.9050,0.9104,0.5573,0.5353,0.8677,0.7354
