61.60,74.96
89.49,87.11
92.61,84.53
93.31,88.84
94.37,88.53
94.00,89.21
93.93,89.75
93.27,89.51
93.85,90.50
94.48,90.16
94.60,90.19
94.18,87.61
94.55,89.24
94.90,90.60
94.16,90.50
94.70,90.87
94.87,90.16
94.21,89.51
94.60,88.84
94.71,89.85
94.72,90.02
94.84,88.94
94.94,90.06
94.86,90.16
94.55,89.55
94.08,91.65
94.61,91.18
94.63,89.79
94.44,90.43
94.82,90.97
94.94,91.25
95.10,91.79
95.04,91.55
95.28,91.58
95.20,91.41
95.39,90.97
95.24,90.26
95.08,92.13
95.10,88.84
95.24,91.11
95.25,92.23
95.36,92.16
95.05,91.62
95.02,91.82
95.01,89.24
95.06,91.31
94.79,92.77
95.18,92.64
94.36,91.55
94.53,91.82
