58.65,78.65
85.41,80.39
93.08,89.18
95.46,90.83
97.11,89.18
97.69,91.33
98.11,85.45
98.32,92.50
98.62,93.71
98.74,93.67
98.71,92.92
98.94,92.57
98.69,94.12
98.99,93.42
98.84,93.39
99.10,93.93
99.11,93.86
99.11,93.20
99.06,92.88
99.00,93.61
99.15,92.16
99.19,92.82
99.28,88.55
99.35,93.20
99.27,93.93
99.30,93.11
99.36,93.52
99.38,94.28
99.27,93.77
99.37,93.39
99.15,91.97
99.36,93.07
99.36,94.12
99.29,92.09
99.27,92.06
99.29,93.42
99.38,93.58
99.44,93.49
99.46,92.73
99.49,94.15
99.50,93.71
99.54,93.96
99.46,94.78
99.39,93.52
99.35,93.74
99.35,94.21
99.51,92.41
99.57,92.44
99.52,93.20
99.36,93.74
