49.74,73.15
80.35,84.09
86.28,85.29
88.40,88.61
89.84,88.52
90.96,88.80
92.07,90.83
92.44,90.51
92.97,89.03
93.19,90.45
93.92,88.36
93.99,90.96
93.73,91.11
94.08,91.21
94.28,90.64
94.40,91.27
94.53,90.29
94.91,89.88
94.57,91.08
94.88,91.24
94.63,90.35
94.72,91.46
94.94,90.45
94.88,89.97
95.00,90.77
94.90,91.33
94.97,90.39
94.98,91.46
95.11,90.58
95.04,91.14
95.34,91.27
95.35,89.31
95.09,90.92
95.17,90.80
95.47,89.88
95.18,91.30
95.75,92.38
95.84,92.38
96.00,92.50
95.87,92.66
96.18,91.49
96.07,92.13
96.03,91.11
96.00,92.44
96.07,91.75
95.93,91.49
96.27,92.03
96.36,91.97
96.32,92.22
96.14,91.81
