0.70,0.00,0.62,0.00,0.71,0.83,0.16,0.45,0.00,0.47,0.52,0.42
0.91,0.86,0.83,0.00,0.70,0.90,0.54,0.72,0.00,0.54,0.62,0.46
0.88,0.85,0.86,0.74,0.77,0.95,0.62,0.77,0.68,0.61,0.55,0.45
0.90,0.89,0.83,0.75,0.78,0.95,0.58,0.67,0.69,0.56,0.62,0.43
0.89,0.88,0.83,0.79,0.80,0.95,0.63,0.74,0.67,0.67,0.54,0.50
0.86,0.85,0.83,0.80,0.81,0.96,0.69,0.80,0.72,0.62,0.64,0.39
0.91,0.88,0.89,0.74,0.80,0.95,0.59,0.75,0.57,0.53,0.60,0.36
0.93,0.89,0.87,0.72,0.80,0.95,0.68,0.83,0.72,0.63,0.59,0.44
0.85,0.84,0.88,0.81,0.82,0.95,0.68,0.78,0.66,0.57,0.64,0.49
0.94,0.92,0.88,0.81,0.82,0.95,0.67,0.78,0.63,0.60,0.63,0.40
0.88,0.87,0.84,0.75,0.81,0.95,0.61,0.82,0.55,0.62,0.60,0.43
0.94,0.91,0.89,0.80,0.82,0.95,0.54,0.75,0.60,0.57,0.58,0.53
0.82,0.77,0.89,0.87,0.85,0.96,0.60,0.78,0.60,0.62,0.61,0.49
0.91,0.89,0.86,0.86,0.83,0.95,0.58,0.78,0.58,0.60,0.63,0.43
0.87,0.85,0.88,0.67,0.79,0.95,0.63,0.86,0.55,0.62,0.59,0.55
0.89,0.87,0.91,0.77,0.81,0.95,0.62,0.86,0.65,0.63,0.59,0.38
0.91,0.91,0.88,0.81,0.83,0.95,0.65,0.78,0.58,0.63,0.62,0.50
0.91,0.87,0.91,0.86,0.85,0.96,0.56,0.78,0.61,0.63,0.62,0.48
0.84,0.80,0.90,0.78,0.82,0.96,0.65,0.86,0.64,0.66,0.59,0.51
0.91,0.88,0.86,0.81,0.84,0.95,0.59,0.82,0.58,0.62,0.55,0.31
0.93,0.90,0.88,0.86,0.86,0.96,0.67,0.90,0.64,0.69,0.63,0.53
0.93,0.89,0.90,0.88,0.87,0.98,0.66,0.90,0.60,0.63,0.58,0.51
0.93,0.91,0.91,0.88,0.88,0.97,0.66,0.95,0.55,0.62,0.59,0.41
0.95,0.91,0.92,0.73,0.80,0.96,0.58,0.90,0.55,0.66,0.60,0.43
0.80,0.67,0.92,0.84,0.86,0.97,0.75,0.90,0.59,0.59,0.59,0.45
0.88,0.87,0.92,0.84,0.86,0.98,0.69,0.86,0.56,0.60,0.63,0.42
0.93,0.89,0.90,0.82,0.86,0.98,0.66,0.83,0.52,0.64,0.60,0.46
0.91,0.88,0.93,0.89,0.88,0.98,0.63,0.86,0.62,0.62,0.61,0.46
0.90,0.90,0.91,0.86,0.88,0.98,0.67,0.82,0.54,0.69,0.62,0.55
0.92,0.89,0.93,0.87,0.89,0.99,0.72,0.90,0.55,0.59,0.61,0.48
0.93,0.91,0.90,0.85,0.87,0.98,0.71,0.90,0.63,0.59,0.66,0.54
0.90,0.89,0.92,0.72,0.81,0.96,0.59,0.95,0.56,0.49,0.62,0.58
0.91,0.90,0.92,0.85,0.87,0.98,0.69,0.82,0.59,0.69,0.67,0.64
0.92,0.87,0.91,0.85,0.88,0.97,0.68,0.78,0.59,0.68,0.58,0.51
0.92,0.89,0.92,0.77,0.84,0.98,0.68,0.95,0.58,0.55,0.62,0.55
0.92,0.91,0.90,0.86,0.88,0.98,0.68,0.86,0.63,0.62,0.62,0.48
0.93,0.89,0.91,0.80,0.85,0.98,0.64,0.82,0.66,0.68,0.61,0.55
0.93,0.91,0.91,0.77,0.84,0.97,0.62,0.86,0.65,0.62,0.59,0.46
0.92,0.90,0.88,0.88,0.90,0.97,0.63,0.86,0.61,0.61,0.62,0.44
0.93,0.92,0.90,0.87,0.85,0.98,0.58,0.86,0.57,0.68,0.61,0.48
0.94,0.90,0.88,0.89,0.89,0.98,0.65,0.90,0.59,0.60,0.60,0.47
0.94,0.92,0.92,0.88,0.90,0.99,0.62,0.90,0.60,0.63,0.60,0.51
0.92,0.89,0.90,0.86,0.89,0.99,0.54,0.82,0.58,0.57,0.60,0.49
0.92,0.90,0.92,0.86,0.87,0.97,0.64,0.90,0.60,0.63,0.64,0.44
0.94,0.89,0.91,0.88,0.89,0.98,0.59,0.86,0.63,0.57,0.61,0.55
0.87,0.84,0.89,0.87,0.89,0.99,0.67,0.95,0.56,0.64,0.65,0.54
0.94,0.91,0.91,0.85,0.88,0.97,0.65,0.86,0.61,0.59,0.65,0.54
0.94,0.91,0.91,0.85,0.89,0.98,0.65,0.84,0.62,0.67,0.61,0.51
0.93,0.90,0.92,0.80,0.86,0.98,0.58,0.87,0.58,0.59,0.62,0.44
0.92,0.89,0.90,0.86,0.89,0.99,0.67,0.89,0.65,0.56,0.63,0.49
