0.90,0.77,0.82,0.00,0.69,0.98,0.00,0.00,0.00,0.00,0.00,0.00
0.94,0.83,0.89,0.72,0.81,0.99,0.00,0.00,0.00,0.00,0.00,0.00
0.94,0.85,0.90,0.78,0.82,0.96,0.00,0.00,0.00,0.00,0.00,0.00
0.96,0.93,0.96,0.84,0.86,0.99,0.00,0.00,0.37,0.00,0.00,0.00
0.96,0.90,0.93,0.85,0.87,0.99,0.00,0.00,0.41,0.00,0.00,0.00
0.95,0.91,0.95,0.84,0.88,0.98,0.00,0.00,0.43,0.00,0.00,0.00
0.95,0.93,0.96,0.90,0.92,0.99,0.00,0.00,0.40,0.00,0.00,0.00
0.95,0.90,0.94,0.92,0.92,0.98,0.00,0.00,0.43,0.00,0.00,0.00
0.96,0.94,0.96,0.82,0.87,0.99,0.00,0.00,0.40,0.00,0.00,0.00
0.95,0.91,0.97,0.89,0.91,0.98,0.00,0.00,0.44,0.00,0.00,0.00
0.94,0.90,0.98,0.81,0.87,0.99,0.00,0.00,0.40,0.00,0.00,0.00
0.94,0.89,0.97,0.92,0.93,0.97,0.00,0.00,0.48,0.00,0.00,0.00
0.96,0.91,0.96,0.91,0.93,0.98,0.00,0.00,0.44,0.00,0.00,0.00
0.96,0.90,0.95,0.92,0.94,0.98,0.00,0.00,0.45,0.00,0.00,0.00
0.94,0.89,0.96,0.91,0.93,0.97,0.00,0.00,0.46,0.00,0.00,0.00
0.95,0.91,0.97,0.92,0.93,0.97,0.00,0.00,0.49,0.00,0.00,0.00
0.94,0.90,0.96,0.90,0.92,0.98,0.00,0.00,0.46,0.00,0.00,0.00
0.96,0.90,0.96,0.86,0.91,0.97,0.00,0.00,0.50,0.00,0.00,0.00
0.94,0.90,0.98,0.91,0.93,0.98,0.00,0.00,0.44,0.00,0.00,0.00
0.95,0.90,0.97,0.92,0.94,0.97,0.00,0.00,0.48,0.00,0.00,0.00
0.95,0.89,0.96,0.89,0.92,0.98,0.00,0.00,0.49,0.00,0.00,0.00
0.95,0.91,0.97,0.92,0.94,0.97,0.00,0.00,0.50,0.00,0.00,0.00
0.97,0.90,0.95,0.89,0.91,0.97,0.00,0.00,0.45,0.00,0.00,0.00
0.93,0.88,0.97,0.89,0.92,0.97,0.00,0.00,0.48,0.00,0.00,0.00
0.94,0.89,0.98,0.90,0.93,0.99,0.00,0.00,0.41,0.00,0.00,0.00
0.95,0.90,0.97,0.92,0.94,0.99,0.00,0.00,0.43,0.00,0.00,0.00
0.95,0.91,0.97,0.88,0.91,0.97,0.00,0.00,0.49,0.00,0.00,0.00
0.96,0.90,0.97,0.91,0.93,0.98,0.00,0.00,0.49,0.00,0.00,0.00
0.95,0.90,0.97,0.88,0.92,0.98,0.00,0.00,0.53,0.00,0.00,0.00
0.97,0.92,0.98,0.89,0.91,0.97,0.00,0.00,0.50,0.00,0.00,0.00
0.97,0.91,0.97,0.90,0.93,0.98,0.00,0.00,0.50,0.00,0.00,0.00
0.95,0.88,0.94,0.86,0.90,0.97,0.00,0.00,0.56,0.00,0.00,0.00
0.97,0.89,0.95,0.90,0.93,0.98,0.00,0.00,0.54,0.00,0.00,0.00
0.95,0.91,0.97,0.90,0.92,0.99,0.00,0.00,0.43,0.00,0.00,0.00
0.92,0.88,0.94,0.92,0.93,0.98,0.00,0.00,0.48,0.00,0.00,0.00
0.95,0.88,0.97,0.92,0.94,0.99,0.00,0.00,0.53,0.00,0.00,0.00
0.96,0.92,0.96,0.93,0.94,1.00,0.00,0.00,0.57,0.00,0.00,0.58
0.96,0.92,0.96,0.92,0.94,1.00,0.00,0.00,0.57,0.00,0.00,0.64
0.97,0.92,0.96,0.92,0.94,1.00,0.00,0.00,0.56,0.00,0.00,0.62
0.96,0.93,0.97,0.92,0.93,1.00,0.00,0.00,0.56,0.00,0.00,0.61
0.94,0.89,0.97,0.91,0.93,1.00,0.00,0.00,0.57,0.00,0.00,0.58
0.96,0.93,0.97,0.92,0.93,1.00,0.00,0.00,0.53,0.00,0.00,0.56
0.97,0.92,0.96,0.87,0.91,1.00,0.00,0.00,0.56,0.00,0.00,0.59
0.96,0.93,0.96,0.93,0.94,1.00,0.00,0.00,0.57,0.00,0.00,0.51
0.95,0.90,0.96,0.92,0.94,1.00,0.00,0.00,0.55,0.00,0.00,0.55
0.96,0.92,0.96,0.90,0.92,0.99,0.00,0.00,0.53,0.00,0.00,0.61
0.95,0.91,0.97,0.92,0.94,1.00,0.00,0.00,0.56,0.00,0.00,0.61
0.94,0.90,0.98,0.93,0.94,1.00,0.00,0.00,0.57,0.00,0.00,0.60
0.95,0.92,0.98,0.93,0.94,1.00,0.00,0.00,0.52,0.00,0.00,0.62
0.98,0.92,0.94,0.91,0.93,1.00,0.00,0.00,0.57,0.00,0.00,0.59
