67.89,78.54
79.79,81.96
82.25,82.26
83.45,84.44
84.33,84.62
84.86,85.08
85.36,84.96
86.31,85.42
86.41,86.51
86.84,86.68
87.26,86.87
87.60,86.69
87.89,87.47
88.23,87.37
88.39,87.75
88.54,87.47
88.80,87.59
88.96,88.12
89.18,88.03
89.22,88.23
89.63,88.23
89.57,88.59
89.81,88.60
89.86,87.90
90.13,88.75
90.16,88.22
90.24,88.79
90.40,88.38
90.48,88.89
90.40,88.55
90.67,88.77
90.75,89.13
90.86,88.89
90.92,89.06
90.87,88.87
91.15,89.35
91.17,89.06
91.32,89.32
91.39,89.29
91.52,89.20
91.44,89.31
91.63,89.60
91.57,89.55
91.74,89.74
91.89,89.70
91.81,89.52
91.88,89.06
91.90,89.35
91.89,89.67
92.03,89.62
