0.7787,0.8281,0.4577,0.0000,0.6869,0.6174
0.8545,0.8321,0.5401,0.0000,0.8002,0.6728
0.8395,0.8395,0.4966,0.0000,0.7737,0.6485
0.8744,0.8363,0.5550,0.0022,0.8255,0.6818
0.9149,0.8397,0.5519,0.3225,0.8377,0.7082
0.8751,0.8392,0.5816,0.2473,0.8632,0.7169
0.9386,0.8283,0.6081,0.5216,0.8505,0.7453
0.9376,0.9361,0.6120,0.3627,0.8898,0.7270
0.9503,0.9221,0.6327,0.5788,0.8866,0.7420
0.9494,0.9398,0.6344,0.4806,0.8984,0.7504
0.9510,0.9317,0.6623,0.5788,0.8901,0.7652
0.9344,0.9400,0.6280,0.6412,0.8900,0.7725
0.9459,0.9273,0.6360,0.5695,0.8858,0.7578
0.9506,0.9382,0.6653,0.6643,0.8952,0.7865
0.9435,0.9363,0.6763,0.6460,0.8997,0.7821
0.9550,0.9372,0.6875,0.6436,0.9011,0.7661
0.9497,0.9337,0.6757,0.6537,0.8918,0.8124
0.9573,0.9393,0.6835,0.6696,0.9009,0.8193
0.9462,0.9320,0.7043,0.6802,0.8970,0.8195
0.9618,0.9382,0.6974,0.5996,0.8964,0.8160
0.9518,0.9361,0.7118,0.6893,0.9014,0.8110
0.9563,0.9362,0.7118,0.7249,0.9113,0.8342
0.9562,0.9390,0.7042,0.6607,0.9059,0.8160
0.9589,0.9286,0.7094,0.7099,0.8870,0.8308
0.9511,0.9370,0.7188,0.6990,0.8968,0.8158
0.9546,0.9408,0.6636,0.6831,0.9016,0.8061
0.9579,0.9368,0.7139,0.7233,0.9007,0.8272
0.9598,0.9396,0.7065,0.7045,0.9099,0.8309
0.9620,0.9350,0.7207,0.7153,0.9000,0.8423
0.9557,0.9405,0.7160,0.7302,0.9062,0.8448
0.9615,0.9424,0.7067,0.7192,0.9044,0.8425
0.9612,0.9393,0.7138,0.7212,0.9036,0.8409
0.9625,0.9386,0.7294,0.6893,0.9017,0.8318
0.9604,0.9422,0.7088,0.7055,0.9059,0.8286
0.9570,0.9402,0.7355,0.7234,0.9003,0.8420
0.9612,0.9302,0.7249,0.7279,0.8827,0.8475
0.9568,0.9336,0.7060,0.7049,0.8913,0.8338
0.9619,0.9378,0.7307,0.7160,0.9001,0.8483
0.9566,0.9445,0.7335,0.7039,0.9059,0.8450
0.9545,0.9427,0.7223,0.7395,0.9098,0.8432
0.9581,0.9348,0.7318,0.7245,0.9036,0.8533
0.9507,0.9363,0.7327,0.7160,0.9017,0.8545
0.9580,0.9412,0.7381,0.7313,0.9034,0.8442
0.9582,0.9450,0.7065,0.6880,0.9084,0.8420
0.9619,0.9410,0.7386,0.7315,0.9064,0.8633
0.9564,0.9411,0.7218,0.7303,0.8927,0.8545
0.9562,0.9422,0.7222,0.7334,0.9075,0.8429
0.9591,0.9387,0.7315,0.7323,0.8994,0.8520
0.9594,0.9438,0.7290,0.7321,0.9028,0.8626
0.9512,0.9417,0.7319,0.7319,0.9051,0.8585
