46.04,71.19
82.36,84.41
87.20,81.34
89.22,87.54
90.77,88.55
91.35,89.41
92.06,89.94
93.37,90.92
93.74,90.54
93.77,89.56
93.97,91.46
94.04,91.02
94.37,91.18
94.08,89.72
94.45,91.56
94.68,89.60
94.72,91.46
94.85,91.68
95.12,91.49
95.06,91.59
95.20,91.43
94.81,91.71
95.22,91.37
95.35,91.75
95.48,91.33
95.40,91.08
95.43,92.03
95.38,91.46
95.55,90.39
94.95,90.92
95.22,90.10
95.53,91.56
95.42,89.94
95.34,91.11
95.46,89.91
95.49,91.84
95.64,92.22
95.58,91.94
95.64,91.43
95.67,92.16
95.61,91.65
96.05,91.94
96.19,92.69
96.51,92.73
96.27,91.78
96.47,91.21
96.46,92.54
96.58,92.63
96.64,92.13
96.42,90.92
96.52,91.43
96.69,92.50
96.74,91.94
96.64,92.88
96.72,92.28
96.74,92.35
96.77,91.87
96.77,91.78
96.76,93.14
96.92,93.01
97.06,92.98
97.36,92.28
97.31,92.73
97.30,92.50
97.33,93.30
97.33,92.79
97.46,92.09
97.28,91.65
97.30,93.17
97.27,93.30
97.55,93.39
97.50,93.61
97.28,92.98
97.33,92.19
97.39,92.69
97.45,93.14
97.54,92.92
97.49,93.11
97.58,93.04
97.41,92.82
97.57,92.88
97.68,93.14
97.62,93.04
97.46,92.57
97.35,92.95
97.44,92.60
97.45,92.98
97.43,93.58
97.52,93.55
97.45,93.39
97.70,93.45
97.54,93.58
97.59,92.95
97.66,93.52
97.52,93.07
97.45,92.63
97.54,93.36
97.48,92.60
97.71,93.23
97.67,93.14
