63.13,75.40
85.65,82.12
89.74,83.64
91.36,84.22
92.27,86.09
93.17,87.34
93.43,88.43
93.78,88.39
94.38,88.50
94.29,88.97
94.50,89.24
94.68,89.72
94.27,89.18
94.87,89.51
95.14,90.77
94.97,90.26
94.67,89.41
94.90,89.31
94.94,88.50
94.63,89.85
95.04,89.41
95.14,89.31
95.01,89.01
95.12,88.63
94.95,88.70
95.23,89.18
95.08,90.33
94.95,89.85
95.35,89.07
95.33,89.45
95.23,90.13
95.09,89.35
95.28,89.31
