0.51,0.00,0.00,0.63,0.75,0.97
0.60,0.00,0.62,0.82,0.78,0.97
0.69,0.49,0.79,0.81,0.79,0.98
0.76,0.58,0.71,0.81,0.76,0.99
0.81,0.73,0.83,0.71,0.81,0.91
0.79,0.81,0.90,0.65,0.80,0.72
0.82,0.81,0.89,0.66,0.80,0.71
0.84,0.81,0.86,0.66,0.82,0.77
0.81,0.85,0.94,0.66,0.81,0.75
0.88,0.86,0.93,0.68,0.83,0.72
0.88,0.84,0.89,0.64,0.84,0.66
0.88,0.76,0.81,0.65,0.83,0.72
0.88,0.89,0.96,0.64,0.85,0.69
0.89,0.89,0.96,0.66,0.83,0.69
0.89,0.79,0.85,0.67,0.84,0.71
0.89,0.86,0.91,0.67,0.87,0.72
0.67,0.76,0.94,0.64,0.75,0.71
0.90,0.89,0.97,0.65,0.85,0.67
0.89,0.85,0.90,0.64,0.87,0.67
0.89,0.91,0.98,0.64,0.82,0.66
0.84,0.71,0.87,0.63,0.84,0.67
0.89,0.89,0.98,0.62,0.82,0.68
0.84,0.89,0.97,0.68,0.80,0.76
0.88,0.88,0.95,0.78,0.84,0.93
0.91,0.90,0.98,0.68,0.84,0.84
0.90,0.88,0.94,0.70,0.83,0.85
0.90,0.90,0.97,0.68,0.86,0.75
0.89,0.89,0.95,0.66,0.85,0.75
0.90,0.86,0.91,0.82,0.86,1.00
0.92,0.85,0.86,0.79,0.84,0.98
0.92,0.88,0.94,0.78,0.83,0.98
0.90,0.89,0.96,0.76,0.85,0.92
0.90,0.89,0.95,0.73,0.86,0.84
0.86,0.88,0.96,0.78,0.84,0.93
0.90,0.86,0.93,0.82,0.84,1.00
0.90,0.88,0.97,0.80,0.83,1.00
0.93,0.90,0.95,0.80,0.85,1.00
0.92,0.90,0.96,0.81,0.85,1.00
0.93,0.86,0.91,0.82,0.84,1.00
0.90,0.85,0.94,0.82,0.82,1.00
0.89,0.87,0.96,0.79,0.83,0.97
0.87,0.90,0.97,0.79,0.81,0.97
0.92,0.90,0.96,0.83,0.88,1.00
0.90,0.89,0.97,0.81,0.86,1.00
0.87,0.88,0.96,0.80,0.85,1.00
0.91,0.90,0.97,0.80,0.84,1.00
0.92,0.89,0.96,0.80,0.84,1.00
0.89,0.89,0.96,0.83,0.83,1.00
0.91,0.90,0.98,0.82,0.85,1.00
0.91,0.90,0.98,0.80,0.84,1.00
